family,task_id,model_name,context_size,question_count,f1,cost_per_sample_usd,input_tokens_per_sample,output_tokens_per_sample
CodeAct,17b,openai/gpt-5-mini,100,5.0,0.6,0.03498907999999999,36754.4,15458.0
CodeAct,17b,openai/gpt-5-mini,100,5.0,0.6666666666666666,0.03451267,49396.6,15048.8
CodeAct,17b,openai/gpt-5-mini,100,5.0,0.4666666666666666,0.04105313000000001,52426.6,17521.4
RLM,17b,openai/gpt-5-mini,-1,5.0,0.09500245108962076,0.02805318,97942.0,9512.8
RLM,17b,openai/gpt-5-mini,-1,5.0,0.002015266172909775,0.01820003,57777.4,6563.6
RLM,17b,openai/gpt-5-mini,-1,5.0,0.09084538439982834,0.023129742,56086.2,8884.4
RLM,17b,openai/gpt-5-mini,-1,5.0,0.1474135445979468,0.02407257,78746.6,8969.6
RLM,17b,openai/gpt-5-mini,-1,5.0,0.04345347688024149,0.020021212000000004,49201.2,7450.6
RLM,17b,openai/gpt-5-mini,500,5.0,0.4333333333333333,0.029260716,108058.8,10422.4
RLM,17b,openai/gpt-5-mini,500,5.0,0.6666666666666666,0.032928022,159757.4,10832.0
RLM,17b,openai/gpt-5-mini,500,5.0,0.6666666666666667,0.02734113,86177.0,10464.2
RLM,17b,openai/gpt-5-mini,500,5.0,0.6,0.01924251,64036.6,6812.2
RLM,17b,openai/gpt-5-mini,500,5.0,0.6666666666666666,0.039163672,167682.4,13215.2
RLM,17b,openai/gpt-5-mini,100,5.0,0.9333333333333332,0.01994592,84764.8,6835.6
RLM,17b,openai/gpt-5-mini,100,5.0,0.4666666666666666,0.021989808000000003,79318.4,7730.6
RLM,17b,openai/gpt-5-mini,100,5.0,0.8333333333333333,0.018014334,62254.2,6458.8
RLM,17b,openai/gpt-5-mini,100,5.0,0.6666666666666666,0.019816629999999995,81128.6,6462.6
RLM,17b,openai/gpt-5-mini,100,5.0,0.6,0.027621056,106001.6,9283.4
